variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_rotate/seed_42/best_model.pt,120,0.7416666666666667,0.709197235513025,0.7313951077943615,0.7176166932621794,0.8913425310805302,0.694915180726449,0.6159347336139722,0.7514123299597212,0.6556784546718706,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_rotate/seed_42/best_model.pt,120,0.7333333333333333,0.7040087205652387,0.7591136579009713,0.7203174603174604,0.8913425310805302,0.7247724352510979,0.6529205985986366,0.7067948709382349,0.6197017356019181,0.5,0.005
