variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_scale/seed_42/best_model.pt,120,0.7,0.7700258397932817,0.7119314143567875,0.6936431989063568,0.9175894537771767,0.6892618120463941,0.6012665907188489,0.7546607793736733,0.647999905037255,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_scale/seed_42/best_model.pt,120,0.7333333333333333,0.7706766917293232,0.7863213693437574,0.7453248969587492,0.9175894537771767,0.7435571438285228,0.6584615895122881,0.7295642147021951,0.626418088258274,0.5,0.005
