variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_0/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.7916666666666666,0.765764234207432,0.7776149016820658,0.7710817447659553,0.8987993941436487,0.6818197053603018,0.6065801092021423,0.7658420665473807,0.6746425560526422,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_0/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.775,0.7469882545066264,0.7894604359156597,0.7607258064516128,0.8987993941436487,0.7611831365570918,0.6929739377635651,0.7307270341998935,0.6480492174804672,0.5,0.005
