variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_horizontal_flip/seed_42/best_model.pt,120,0.7416666666666667,0.7369798121677821,0.7422781923714759,0.7244631185807657,0.8971890201359747,0.6687709799825389,0.5844750741413394,0.6692173482693605,0.5670404927042701,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_horizontal_flip/seed_42/best_model.pt,120,0.7333333333333333,0.714535379369139,0.7863509831793413,0.7247310866779894,0.8971890201359747,0.6825983143752711,0.6018541417606526,0.6354727042761367,0.5376009798947811,0.5,0.005
