Parameters,Best_Val_Joint,Test_Accuracy,Test_Dice,Test_IoU,Test_Loss,Train_Time_Min
22946524,0.7821406820546026,83.33333333333333,0.7678572654724121,0.6920970598856608,0.41607295473416644,26.648633805910745
