variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_1/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8333333333333334,0.8431885648363089,0.8460376687988629,0.8368888888888889,0.9554191420633092,0.7692353090116751,0.6983493066572241,0.8010933034964359,0.7151708764001318,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_1/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8333333333333334,0.83375104427736,0.8569355602937692,0.8387857903986936,0.9554191420633092,0.8087534021957393,0.7399616346669643,0.7883879622085999,0.7050040015676606,0.5,0.005
