variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_1/oversample_0/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8166666666666667,0.8171218212343855,0.8034233593935086,0.8093396653098145,0.9368169989932199,0.7281093618279859,0.6570448622643605,0.7916477101651358,0.7055089228152868,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_1/oversample_0/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8166666666666667,0.8042448945981554,0.8252191423833214,0.8139308528621506,0.9368169989932199,0.7978535375102027,0.7288278986572069,0.7751760050529801,0.6915085640190458,0.5,0.005
