variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_translate_y/seed_42/best_model.pt,120,0.7083333333333334,0.7444308445532436,0.7604981047145226,0.7212453391132482,0.9225726438971095,0.7107610110936717,0.624869163790254,0.7605183961804501,0.6564070661157012,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_translate_y/seed_42/best_model.pt,120,0.725,0.7567196353781719,0.7977004856669035,0.7444444444444444,0.9225726438971095,0.7671000165663464,0.6848340044950347,0.7378990099585447,0.6381826316902883,0.5,0.005
