variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,r_cbam_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/r_cbam_mnet/img_224/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8083333333333333,0.8239423739782495,0.8256707533759773,0.8173333333333334,0.9283620369329061,0.7721914139060057,0.699939866606492,0.7642724208695906,0.6766947877792708,0.5,
refined,r_cbam_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/r_cbam_mnet/img_224/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8,0.7952562039881039,0.8424914119876806,0.8085185185185185,0.9283620369329061,0.7898444751415802,0.7183705235474586,0.7553670405725023,0.6687319477311424,0.5,0.005
