variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.775,0.8119986240110079,0.8166533404406539,0.7950399890158927,0.9415332580517123,0.7497605804484021,0.6759235563349011,0.7774875707156857,0.6879881475478059,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.7583333333333333,0.768816425120773,0.8176009831793413,0.770941154839277,0.9415332580517123,0.7887092957927339,0.7176013329358671,0.7640920756827275,0.6779006055531922,0.5,0.005
