variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.5/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.85,0.864950101904561,0.8178675076995973,0.8378179661784357,0.9646081062070103,0.7535867676974983,0.6769931224478936,0.8023273946620307,0.7094866125412979,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.5/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/best_model.pt,120,0.8583333333333333,0.8634920634920635,0.8446384150675196,0.8534709340500516,0.9646081062070103,0.7974779959350544,0.7225822176608209,0.7848218132223125,0.694039051677787,0.5,0.005
