variant,model,checkpoint,samples,accuracy,macro_precision,macro_recall,macro_f1,macro_auc_ovr,dice_all,iou_all,dice_lesion,iou_lesion,mask_threshold,area_threshold
raw,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_none/seed_42/best_model.pt,120,0.6666666666666666,0.7092836257309942,0.675706289978678,0.662150572653748,0.8526630524904926,0.615786242205287,0.521223834158597,0.6352964539754692,0.5206753533128148,0.5,
refined,mk_mnet,/content/drive/MyDrive/Master/LTAINC/lightweight-medical-model/outputs/busi/mk_mnet/img_224/width_0.25/oversample_1/lambda_0.8/lr_0.0003/weight_decay_0.0001/patience_10/augmentation_none/seed_42/best_model.pt,120,0.675,0.6865652951699465,0.7351708718313196,0.6849049501223415,0.8526630524904926,0.6572356613034683,0.5654588675543084,0.6249321146693525,0.5136875161855223,0.5,0.005
